Rank,Company Name,Total Jobs,Categories,Signal Strength,Sample Roles,Data Sources,Last Updated
912,Okta,3,ai_compliance,Medium,GenAI Security Specialist; Cloud Security Engineer; AI Security Engineer,Indeed,2025-12-01 22:02:58
913,Elastic,1,"saas_compliance, saas_security, sspm",Medium,Cloud Security Architect,"Indeed, LinkedIn",2025-12-01 22:02:58
914,Square,5,"ai_agent_security, saas_security",High,Security Engineer - SaaS; SSPM Engineer; SaaS Security Posture Manager; SaaS Security Analyst; Cloud Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
915,Vultr,3,saas_security,Medium,AI Compliance Engineer; SaaS Compliance Manager; SaaS Security Engineer,LinkedIn,2025-12-01 22:02:58
916,CrowdStrike ,2,"saas_compliance, ai_agent_security, saas_security",Medium,Cloud Security Engineer; SaaS Security Analyst,LinkedIn,2025-12-01 22:02:58
917,Databricks,3,"ai_compliance, saas_security, sspm",Medium,AI Compliance Engineer; SaaS Compliance Manager; SaaS Security Consultant,LinkedIn,2025-12-01 22:02:58
918,Oracle Ltd,3,ai_agent_security,Medium,SaaS Security Posture Manager; SaaS Risk Analyst; Cloud Security Engineer,Indeed,2025-12-01 22:02:58
919,Monday.com,5,"ai_agent_security, saas_compliance",High,SaaS Risk Analyst; SSPM Engineer; AI Compliance Engineer; SaaS Security Engineer; Cloud Security Architect,Indeed,2025-12-01 22:02:58
920,New Relic,5,ai_agent_security,High,SaaS Risk Analyst; SSPM Engineer; SaaS Security Posture Manager; Security Engineer - SaaS; Cloud Security Engineer,Indeed,2025-12-01 22:02:58
921,Squarespace,1,sspm,Low,AI Compliance Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
922,Stripe,3,"saas_security, sspm",Medium,SaaS Governance Analyst; Cloud Security Architect; Cloud Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
923,Shopify,1,"sspm, saas_security, ai_compliance",Medium,SaaS Security Posture Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
924,Hootsuite,4,sspm,Medium,SaaS Security Posture Manager; SaaS Compliance Manager; SaaS Security Analyst; Cloud Security Engineer,LinkedIn,2025-12-01 22:02:58
925,Airtable,4,saas_compliance,Medium,SSPM Engineer; AI Compliance Engineer; SaaS Security Analyst; Cloud Security Architect,"Indeed, LinkedIn",2025-12-01 22:02:58
926,Workday,5,"ai_agent_security, saas_compliance",High,SaaS Security Consultant; AI Compliance Engineer; SaaS Compliance Manager; Cloud Security Architect; SaaS Security Analyst,LinkedIn,2025-12-01 22:02:58
927,Netlify,5,"ai_agent_security, ai_compliance",High,AI Security Engineer; Cloud Security Architect; Security Engineer - SaaS; SSPM Engineer; GenAI Security Specialist,LinkedIn,2025-12-01 22:02:58
928,Rapid7,4,sspm,Medium,SaaS Security Analyst; Security Engineer - SaaS; AI Security Engineer; SaaS Compliance Manager,Indeed,2025-12-01 22:02:58
929,Stripe,5,sspm,High,GenAI Security Specialist; AI Security Engineer; Security Engineer - SaaS; AI Compliance Engineer; SaaS Security Posture Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
930,IBM ,3,ai_agent_security,Medium,AI Compliance Engineer; Security Engineer - SaaS; SaaS Security Posture Manager,Indeed,2025-12-01 22:02:58
931,GCP,2,ai_compliance,Medium,SaaS Compliance Manager; SaaS Security Consultant,Indeed,2025-12-01 22:02:58
932,Stripe,4,saas_compliance,Medium,AI Security Engineer; GenAI Security Specialist; SaaS Compliance Manager; Security Engineer - SaaS,LinkedIn,2025-12-01 22:02:58
933,Monday.com,2,"ai_agent_security, sspm, saas_compliance",Medium,SSPM Engineer; AI Compliance Engineer,LinkedIn,2025-12-01 22:02:58
934,Buffer,4,saas_compliance,Medium,SaaS Risk Analyst; AI Security Engineer; AI Compliance Engineer; SaaS Security Posture Manager,LinkedIn,2025-12-01 22:02:58
935,Amazon Corp,3,"sspm, saas_security, saas_compliance",Medium,SaaS Governance Analyst; SaaS Security Posture Manager; GenAI Security Specialist,LinkedIn,2025-12-01 22:02:58
936,Monday.com,1,"sspm, ai_agent_security",Medium,SaaS Security Engineer,Indeed,2025-12-01 22:02:58
937,Marketo ,4,"saas_security, ai_agent_security",High,AI Security Engineer; SaaS Risk Analyst; SaaS Compliance Manager; Cloud Security Architect,Indeed,2025-12-01 22:02:58
938,Datadog,3,"saas_security, ai_agent_security, sspm",Medium,SaaS Security Posture Manager; AI Compliance Engineer; SaaS Security Engineer,LinkedIn,2025-12-01 22:02:58
939,ForgeRock ,3,saas_compliance,Medium,SSPM Engineer; GenAI Security Specialist; Security Engineer - SaaS,"Indeed, LinkedIn",2025-12-01 22:02:58
940,SquareSpace,3,"saas_compliance, saas_security, sspm",Medium,SaaS Compliance Manager; Security Engineer - SaaS; SaaS Risk Analyst,LinkedIn,2025-12-01 22:02:58
941,GitLab CI Corp,2,ai_agent_security,Medium,Cloud Security Architect; AI Compliance Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
942,Hootsuite,4,ai_compliance,Medium,SaaS Security Analyst; SaaS Risk Analyst; SSPM Engineer; AI Compliance Engineer,LinkedIn,2025-12-01 22:02:58
943,Databricks,1,ai_compliance,Low,AI Compliance Engineer,LinkedIn,2025-12-01 22:02:58
944,Fastly,4,"saas_compliance, ai_agent_security, saas_security",High,SaaS Security Posture Manager; SaaS Compliance Manager; AI Compliance Engineer; SaaS Governance Analyst,LinkedIn,2025-12-01 22:02:58
945,F5 Networks Inc,2,sspm,Medium,AI Compliance Engineer; AI Security Engineer,Indeed,2025-12-01 22:02:58
946,Netlify Inc,4,ai_agent_security,Medium,Cloud Security Architect; GenAI Security Specialist; SaaS Security Analyst; Cloud Security Engineer,LinkedIn,2025-12-01 22:02:58
947,GCP,4,saas_compliance,Medium,SaaS Compliance Manager; Cloud Security Architect; GenAI Security Specialist; SaaS Risk Analyst,LinkedIn,2025-12-01 22:02:58
948,Notion Corp,1,"saas_security, saas_compliance, sspm",Medium,AI Compliance Engineer,LinkedIn,2025-12-01 22:02:58
949,Fastly Ltd,1,"saas_compliance, sspm",Medium,Cloud Security Architect,Indeed,2025-12-01 22:02:58
950,Trello Ltd,4,"sspm, ai_agent_security, saas_security",High,AI Compliance Engineer; SaaS Compliance Manager; AI Security Engineer; SaaS Security Consultant,LinkedIn,2025-12-01 22:02:58
951,Drift Corp,1,"ai_agent_security, sspm",Medium,SaaS Governance Analyst,LinkedIn,2025-12-01 22:02:58
952,Check Point,1,"ai_compliance, saas_compliance",Medium,SaaS Security Consultant,"Indeed, LinkedIn",2025-12-01 22:02:58
953,IBM ,5,"saas_security, ai_compliance",High,Security Engineer - SaaS; AI Compliance Engineer; SSPM Engineer; GenAI Security Specialist; AI Security Engineer,LinkedIn,2025-12-01 22:02:58
954,Workday Ltd,4,ai_compliance,Medium,Cloud Security Architect; SaaS Compliance Manager; SSPM Engineer; SaaS Risk Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
955,Akamai,5,"ai_compliance, saas_security",High,Cloud Security Engineer; Cloud Security Architect; AI Compliance Engineer; SaaS Security Posture Manager; GenAI Security Specialist,Indeed,2025-12-01 22:02:58
956,McAfee,5,"saas_security, ai_compliance, sspm",High,SaaS Security Consultant; SSPM Engineer; Cloud Security Architect; AI Compliance Engineer; SaaS Security Engineer,LinkedIn,2025-12-01 22:02:58
957,DocuSign,1,"sspm, ai_compliance, ai_agent_security",Medium,SaaS Risk Analyst,Indeed,2025-12-01 22:02:58
958,Squarespace Corp,1,sspm,Low,Cloud Security Architect,Indeed,2025-12-01 22:02:58
959,DigitalOcean,1,ai_compliance,Low,Cloud Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
960,HubSpot Ltd,5,"saas_security, saas_compliance, ai_agent_security",High,SaaS Compliance Manager; GenAI Security Specialist; AI Security Engineer; SaaS Risk Analyst; Security Engineer - SaaS,Indeed,2025-12-01 22:02:58
961,AWS ,2,ai_agent_security,Medium,SaaS Security Analyst; SaaS Governance Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
962,Constant Contact,3,"saas_security, saas_compliance",Medium,Cloud Security Architect; AI Security Engineer; Security Engineer - SaaS,"Indeed, LinkedIn",2025-12-01 22:02:58
963,Auth0,3,saas_security,Medium,SaaS Security Consultant; Cloud Security Engineer; SSPM Engineer,Indeed,2025-12-01 22:02:58
964,Hashicorp,1,"ai_agent_security, sspm",Medium,AI Security Engineer,Indeed,2025-12-01 22:02:58
965,F5 Networks,2,saas_compliance,Medium,SaaS Security Engineer; AI Compliance Engineer,Indeed,2025-12-01 22:02:58
966,Google,5,"saas_compliance, ai_agent_security",High,SaaS Security Analyst; SaaS Security Consultant; SaaS Risk Analyst; SaaS Security Engineer; AI Security Engineer,LinkedIn,2025-12-01 22:02:58
967,RSA,4,"saas_security, sspm, saas_compliance",High,SaaS Security Posture Manager; Cloud Security Engineer; SSPM Engineer; SaaS Security Engineer,Indeed,2025-12-01 22:02:58
968,Monday.com Corp,5,"saas_security, ai_agent_security",High,SaaS Compliance Manager; Security Engineer - SaaS; SaaS Security Engineer; SaaS Security Analyst; SaaS Risk Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
969,Confluence,4,"saas_compliance, saas_security",High,SaaS Governance Analyst; AI Security Engineer; SaaS Security Consultant; SaaS Security Engineer,LinkedIn,2025-12-01 22:02:58
970,Drift,4,ai_agent_security,Medium,SaaS Governance Analyst; SaaS Security Consultant; SaaS Security Posture Manager; Cloud Security Architect,"Indeed, LinkedIn",2025-12-01 22:02:58
971,Travis CI,4,"saas_compliance, sspm",High,SaaS Security Engineer; AI Compliance Engineer; SaaS Risk Analyst; SSPM Engineer,LinkedIn,2025-12-01 22:02:58
972,Barracuda,2,"saas_compliance, ai_compliance",Medium,SaaS Governance Analyst; AI Security Engineer,Indeed,2025-12-01 22:02:58
973,Azure,5,"saas_security, sspm, ai_compliance",High,AI Security Engineer; Cloud Security Engineer; AI Compliance Engineer; SaaS Security Analyst; GenAI Security Specialist,"Indeed, LinkedIn",2025-12-01 22:02:58
974,Microsoft,1,"saas_security, ai_agent_security",Medium,Security Engineer - SaaS,LinkedIn,2025-12-01 22:02:58
975,Oracle,2,ai_agent_security,Medium,AI Compliance Engineer; SSPM Engineer,Indeed,2025-12-01 22:02:58
976,Bitbucket Ltd,3,"ai_compliance, sspm, saas_security",Medium,SaaS Security Consultant; SaaS Governance Analyst; SaaS Risk Analyst,Indeed,2025-12-01 22:02:58
977,Confluence,3,ai_compliance,Medium,AI Compliance Engineer; Security Engineer - SaaS; SaaS Governance Analyst,LinkedIn,2025-12-01 22:02:58
978,Box ,5,"saas_security, ai_agent_security",High,SaaS Compliance Manager; SaaS Security Posture Manager; AI Security Engineer; SaaS Security Engineer; AI Compliance Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
979,Cisco,3,"ai_agent_security, saas_security",Medium,Cloud Security Architect; Security Engineer - SaaS; SaaS Security Posture Manager,LinkedIn,2025-12-01 22:02:58
980,Square,1,"saas_compliance, saas_security",Medium,AI Compliance Engineer,LinkedIn,2025-12-01 22:02:58
981,Squarespace,1,sspm,Low,SaaS Risk Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
982,Box,3,"ai_agent_security, ai_compliance",Medium,Cloud Security Engineer; SaaS Risk Analyst; GenAI Security Specialist,"Indeed, LinkedIn",2025-12-01 22:02:58
983,New Relic,2,"saas_compliance, sspm, ai_agent_security",Medium,SaaS Security Consultant; AI Compliance Engineer,Indeed,2025-12-01 22:02:58
984,IBM,5,"ai_agent_security, saas_security, ai_compliance",High,Security Engineer - SaaS; Cloud Security Engineer; SaaS Risk Analyst; SaaS Security Engineer; SSPM Engineer,LinkedIn,2025-12-01 22:02:58
985,Workday,5,"sspm, saas_compliance",High,Security Engineer - SaaS; SaaS Security Engineer; SaaS Compliance Manager; GenAI Security Specialist; Cloud Security Engineer,LinkedIn,2025-12-01 22:02:58
986,Monday.com Corp,3,"ai_compliance, ai_agent_security, saas_security",Medium,Security Engineer - SaaS; GenAI Security Specialist; Cloud Security Architect,"Indeed, LinkedIn",2025-12-01 22:02:58
987,Tableau Inc,5,"ai_agent_security, ai_compliance",High,AI Compliance Engineer; SaaS Governance Analyst; SaaS Security Posture Manager; SaaS Security Engineer; SaaS Security Consultant,Indeed,2025-12-01 22:02:58
988,Oracle,5,saas_security,High,Cloud Security Engineer; AI Security Engineer; Cloud Security Architect; SaaS Security Posture Manager; SaaS Risk Analyst,LinkedIn,2025-12-01 22:02:58
989,Palo Alto Networks,1,"saas_compliance, ai_agent_security, saas_security",Medium,Security Engineer - SaaS,Indeed,2025-12-01 22:02:58
990,Twilio,3,"sspm, ai_compliance, saas_compliance",Medium,SSPM Engineer; Security Engineer - SaaS; GenAI Security Specialist,LinkedIn,2025-12-01 22:02:58
991,GitLab CI,2,"saas_compliance, sspm, ai_compliance",Medium,SaaS Compliance Manager; GenAI Security Specialist,Indeed,2025-12-01 22:02:58
992,Duo Security,5,"saas_compliance, saas_security",High,AI Security Engineer; SaaS Security Engineer; SaaS Security Posture Manager; SSPM Engineer; SaaS Risk Analyst,Indeed,2025-12-01 22:02:58
993,Travis CI ,1,"saas_security, sspm, ai_compliance",Medium,SaaS Governance Analyst,Indeed,2025-12-01 22:02:58
994,DocuSign,2,"ai_agent_security, saas_security",Medium,SaaS Risk Analyst; Security Engineer - SaaS,"Indeed, LinkedIn",2025-12-01 22:02:58
995,New Relic ,1,"ai_compliance, saas_compliance",Medium,AI Security Engineer,Indeed,2025-12-01 22:02:58
996,SendGrid,2,"ai_agent_security, saas_security, sspm",Medium,Security Engineer - SaaS; AI Security Engineer,LinkedIn,2025-12-01 22:02:58
997,Datadog Ltd,3,saas_security,Medium,Cloud Security Architect; SaaS Risk Analyst; AI Security Engineer,LinkedIn,2025-12-01 22:02:58
998,Slack,3,"saas_compliance, ai_compliance",Medium,GenAI Security Specialist; Cloud Security Architect; Security Engineer - SaaS,LinkedIn,2025-12-01 22:02:58
999,Monday.com,3,"sspm, ai_agent_security",Medium,Cloud Security Engineer; GenAI Security Specialist; SaaS Security Analyst,Indeed,2025-12-01 22:02:58
1000,Bitbucket,5,"saas_compliance, ai_agent_security",High,SaaS Governance Analyst; AI Security Engineer; AI Compliance Engineer; Cloud Security Engineer; SaaS Compliance Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
